SIC_Industry,ComparerSubIndustry,Similarity__GS__,Similarity__TF__,Combo_Similarity
"Accounting, auditing, & bookkeeping",Logging,0.0,0.28955841064453125,0.14477920532226562
"Accounting, auditing, & bookkeeping","Business consulting, nec",0.0,0.2886286675930023,0.14431433379650116
"Accounting, auditing, & bookkeeping",State commercial banks,0.0,0.27975907921791077,0.13987953960895538
"Accounting, auditing, & bookkeeping",Real estate agents and managers,0.0,0.2765243649482727,0.13826218247413635
"Accounting, auditing, & bookkeeping",Secretarial & court reporting,0.12639466,0.0,0.06319732964038849
"Accounting, auditing, & bookkeeping",Credit reporting services,0.1129421,0.0,0.056471049785614014
"Accounting, auditing, & bookkeeping",Business and secretarial schools,0.054425266,0.0,0.027212632820010185
"Accounting, auditing, & bookkeeping","Internal combustion engines, nec",0.049829733,0.0,0.02491486631333828
Adhesives and sealants,Adhesives and sealants,0.9999998,1.0,0.9999999105930328
Adhesives and sealants,Asphalt felts and coatings,0.3578704,0.48220038414001465,0.42003539204597473
Adhesives and sealants,Plastics materials and resins,0.35022393,0.464885950088501,0.4075549393892288
Adhesives and sealants,"Paints, varnishes, and supplies",0.2818404,0.4645753502845764,0.3732078820466995
Adhesives and sealants,"Gaskets, packing and sealing devices",0.0,0.51253342628479,0.256266713142395
Adhesives and sealants,Softwood veneer and plywood,0.0,0.42779240012168884,0.21389620006084442
Adhesives and sealants,Ship building and repairing,0.0,0.4147074222564697,0.20735371112823486
Adhesives and sealants,Polishes and sanitation goods,0.0,0.4069562256336212,0.2034781128168106
Adhesives and sealants,Welding repair,0.0,0.4009508490562439,0.20047542452812195
Adhesives and sealants,Boat building and repairing,0.0,0.40047144889831543,0.20023572444915771
Adhesives and sealants,Metal coating and allied services,0.31548643,0.0,0.15774321556091309
Adhesives and sealants,Custom compound purchased resins,0.20764449,0.0,0.1038222461938858
Adhesives and sealants,"Plastics products, nec",0.19613595,0.0,0.09806797653436661
Adhesives and sealants,Nonwoven fabrics,0.13601248,0.0,0.0680062398314476
Adhesives and sealants,Plastics pipe,0.12126598,0.0,0.060632988810539246
Adhesives and sealants,Plastics bottles,0.10441071,0.0,0.05220535397529602
Adhesives and sealants,Plastics foam products,0.10441071,0.0,0.05220535397529602
Adhesives and sealants,Plastics plumbing fixtures,0.10163711,0.0,0.0508185550570488
Adhesives and sealants,Rubber and plastics footwear,0.10094858,0.0,0.05047428980469704
Adhesives and sealants,"Bags: plastics, laminated, & coated",0.07827344,0.0,0.03913671895861626
Adhesives and sealants,Plastics materials & basic shapes,0.07661693,0.0,0.038308463990688324
Adhesives and sealants,Laminated plastics plate & sheet,0.076490864,0.0,0.03824543207883835
Adhesives and sealants,"Fasteners, buttons, needles, & pins",0.07545644,0.0,0.03772822022438049
Adhesives and sealants,Rubber & plastics hose & belting,0.074328,0.0,0.03716399893164635
Adhesives and sealants,Unsupported plastics film & sheet,0.07379685,0.0,0.036898426711559296
Adhesives and sealants,Unsupported plastics profile shapes,0.072275065,0.0,0.03613753244280815
Adjustment & collection services,Adjustment & collection services,1.0,1.0,1.0
Adjustment & collection services,Packing and crating,0.0,0.3626360297203064,0.1813180148601532
Adjustment & collection services,Crop planting and protecting,0.0,0.3441477417945862,0.1720738708972931
Adjustment & collection services,"Public order and safety, nec",0.0,0.3429836332798004,0.1714918166399002
Adjustment & collection services,Crop harvesting,0.0,0.3403119444847107,0.17015597224235535
Adjustment & collection services,"Furniture and fixtures, nec",0.0,0.33894217014312744,0.16947108507156372
Adjustment & collection services,Information retrieval services,0.0,0.33030468225479126,0.16515234112739563
Adjustment & collection services,Commercial lighting fixtures,0.0,0.3234640657901764,0.1617320328950882
Adjustment & collection services,Variety stores,0.0,0.31671908497810364,0.15835954248905182
Adjustment & collection services,Surveying services,0.0,0.3089975118637085,0.15449875593185425
Adjustment & collection services,Catalog and mail-order houses,0.100498,0.0,0.050248999148607254
Admin. of educational programs,Admin. of educational programs,1.0,1.0,1.0
Admin. of educational programs,Admin. of public health programs,0.6723746,0.7853548526763916,0.7288647294044495
Admin. of educational programs,Admin. of general economic programs,0.5469877,0.6408671140670776,0.593927413225174
Admin. of educational programs,Admin. of social & manpower programs,0.517626,0.6416994333267212,0.5796627104282379
Admin. of educational programs,"Schools & educational services, nec",0.5143835,0.5385489463806152,0.5264662206172943
Admin. of educational programs,Housing programs,0.4182146,0.45495355129241943,0.43658407032489777
Admin. of educational programs,"Regulation, admin. of utilities",0.267853,0.40977591276168823,0.338814452290535
Admin. of educational programs,"Vocational schools, nec",0.11063291,0.4345024824142456,0.2725676968693733
Admin. of educational programs,Job training and related services,0.0,0.41669896245002747,0.20834948122501373
Admin. of educational programs,Computer and software stores,0.0,0.41598111391067505,0.20799055695533752
Admin. of educational programs,"Educational, religious, etc. trusts",0.32105374,0.0,0.16052687168121338
Admin. of educational programs,"Regulation, admin. of transportation",0.29945707,0.0,0.14972853660583496
Admin. of educational programs,Computer programming services,0.09410285,0.0,0.04705142602324486
Admin. of educational programs,Public golf courses,0.07502385,0.0,0.037511926144361496
Admin. of educational programs,Professional organizations,0.07250879,0.0,0.0362543947994709
Admin. of educational programs,"Membership organizations, nec",0.07250879,0.0,0.0362543947994709
Admin. of educational programs,Labor organizations,0.07250879,0.0,0.0362543947994709
Admin. of educational programs,Religious organizations,0.07250879,0.0,0.0362543947994709
Admin. of educational programs,Political organizations,0.067901924,0.0,0.033950962126255035
Admin. of educational programs,Noncommercial research organizations,0.057130355,0.0,0.02856517769396305
Admin. of general economic programs,Admin. of general economic programs,1.0,1.0,1.0
Admin. of general economic programs,Admin. of educational programs,0.54698765,0.6408671140670776,0.5939273834228516
Admin. of general economic programs,Admin. of public health programs,0.54874307,0.631120502948761,0.5899317860603333
Admin. of general economic programs,Admin. of social & manpower programs,0.42244858,0.6543688774108887,0.5384087264537811
Admin. of general economic programs,"Regulation, admin. of utilities",0.24326,0.5326101779937744,0.3879350870847702
Admin. of general economic programs,Housing programs,0.41160244,0.36179208755493164,0.38669726252555847
Admin. of general economic programs,"General government, nec",0.2164065,0.5287220478057861,0.37256427109241486
Admin. of general economic programs,Misc. general merchandise stores,0.23269787,0.3760133981704712,0.3043556362390518
Admin. of general economic programs,"Sawmills and planing mills, general",0.17249024,0.3895357549190521,0.28101299703121185
Admin. of general economic programs,Executive offices,0.0,0.35333994030952454,0.17666997015476227
Admin. of general economic programs,"Regulation, admin. of transportation",0.27196234,0.0,0.13598117232322693
Admin. of general economic programs,"General livestock, nec",0.2508856,0.0,0.12544280290603638
Admin. of general economic programs,"General industrial machinery, nec",0.2464063,0.0,0.12320315092802048
Admin. of general economic programs,General automotive repair shops,0.22814932,0.0,0.11407466232776642
Admin. of general economic programs,General warehousing and storage,0.20722127,0.0,0.10361063480377197
Admin. of general economic programs,"Groceries, general line",0.17249024,0.0,0.08624511957168579
Admin. of general economic programs,Political organizations,0.16548544,0.0,0.08274272084236145
Admin. of general economic programs,"General farms, primarily animal",0.1620315,0.0,0.08101575076580048
Admin. of general economic programs,"General farms, primarily crop",0.16042654,0.0,0.0802132710814476
Admin. of general economic programs,General medical & surgical hospitals,0.1473485,0.0,0.07367424666881561
Admin. of general economic programs,Employment agencies,0.13916369,0.0,0.06958184391260147
Admin. of general economic programs,"Business services, nec",0.11710843,0.0,0.058554213494062424
Admin. of general economic programs,Computer programming services,0.08546277,0.0,0.0427313856780529
Admin. of general economic programs,Single-family housing construction,0.07439938,0.0,0.03719969093799591
Admin. of general economic programs,Business associations,0.07307408,0.0,0.036537040024995804
Admin. of general economic programs,"Business consulting, nec",0.07307408,0.0,0.036537040024995804
Admin. of general economic programs,"Schools & educational services, nec",0.071710095,0.0,0.03585504740476608
Admin. of general economic programs,Public golf courses,0.068135515,0.0,0.03406775742769241
Admin. of general economic programs,Misc. business credit institutions,0.06608669,0.0,0.03304334357380867
Admin. of general economic programs,"Membership organizations, nec",0.06585137,0.0,0.03292568400502205
Admin. of general economic programs,Labor organizations,0.06585137,0.0,0.03292568400502205
Admin. of general economic programs,Religious organizations,0.06585137,0.0,0.03292568400502205
Admin. of general economic programs,Professional organizations,0.06585137,0.0,0.03292568400502205
Admin. of general economic programs,Business and secretarial schools,0.061454274,0.0,0.030727136880159378
Admin. of general economic programs,Short-term business credit,0.059017163,0.0,0.02950858138501644
Admin. of general economic programs,"Finance, taxation, & monetary policy",0.054192398,0.0,0.027096198871731758
Admin. of general economic programs,Manifold business forms,0.053039763,0.0,0.026519881561398506
Admin. of general economic programs,Noncommercial research organizations,0.051884916,0.0,0.02594245783984661
Admin. of general economic programs,"Educational, religious, etc. trusts",0.044758033,0.0,0.022379016503691673
Admin. of public health programs,Admin. of public health programs,1.0,1.0,1.0
Admin. of public health programs,Admin. of educational programs,0.6723746,0.7853548526763916,0.7288647294044495
Admin. of public health programs,Admin. of general economic programs,0.54874307,0.631120502948761,0.5899317860603333
Admin. of public health programs,Admin. of social & manpower programs,0.5192871,0.6107094287872314,0.5649982690811157
Admin. of public health programs,"Health and allied services, nec",0.57049775,0.4411405324935913,0.5058191418647766
Admin. of public health programs,Housing programs,0.3833276,0.468388170003891,0.42585788667201996
Admin. of public health programs,"Regulation, admin. of utilities",0.2990229,0.4658395051956177,0.3824312090873718
Admin. of public health programs,"Offices of health practitioners, nec",0.30068868,0.412426233291626,0.3565574586391449
Admin. of public health programs,"Regulation, admin. of transportation",0.33430472,0.3728591799736023,0.3535819500684738
Admin. of public health programs,Medical laboratories,0.11101105,0.40084755420684814,0.25592930242419243
Admin. of public health programs,Home health care services,0.3661339,0.0,0.1830669492483139
Admin. of public health programs,Accident and health insurance,0.29408512,0.0,0.14704255759716034
Admin. of public health programs,"Pension, health, and welfare funds",0.28681272,0.0,0.14340636134147644
Admin. of public health programs,Dental equipment and supplies,0.13850003,0.0,0.06925001740455627
Admin. of public health programs,Medical equipment rental,0.120442934,0.0,0.06022146716713905
Admin. of public health programs,Computer programming services,0.105053544,0.0,0.052526772022247314
Admin. of public health programs,Dental laboratories,0.10353526,0.0,0.05176762863993645
Admin. of public health programs,Medical and hospital equipment,0.09133936,0.0,0.04566967859864235
Admin. of public health programs,"Schools & educational services, nec",0.08814832,0.0,0.0440741591155529
Admin. of public health programs,Public golf courses,0.08375433,0.0,0.04187716543674469
Admin. of public health programs,Hospital and medical service plans,0.08256234,0.0,0.04128117114305496
Admin. of public health programs,Residential care,0.08209097,0.0,0.04104548320174217
Admin. of public health programs,Surgical and medical instruments,0.081284165,0.0,0.04064208269119263
Admin. of public health programs,Professional organizations,0.080946594,0.0,0.040473297238349915
Admin. of public health programs,"Membership organizations, nec",0.080946594,0.0,0.040473297238349915
Admin. of public health programs,Religious organizations,0.080946594,0.0,0.040473297238349915
Admin. of public health programs,Labor organizations,0.080946594,0.0,0.040473297238349915
Admin. of public health programs,Political organizations,0.07580363,0.0,0.03790181502699852
Admin. of public health programs,Offices & clinics of medical doctors,0.075549334,0.0,0.037774667143821716
Admin. of public health programs,Intermediate care facilities,0.07392833,0.0,0.036964163184165955
Admin. of public health programs,"Public order and safety, nec",0.073612355,0.0,0.03680617734789848
Admin. of public health programs,General medical & surgical hospitals,0.06841202,0.0,0.03420601040124893
Admin. of public health programs,Noncommercial research organizations,0.06377858,0.0,0.03188928961753845
Admin. of public health programs,"Nursing and personal care, nec",0.061235204,0.0,0.030617602169513702
Admin. of public health programs,Child day care services,0.05762806,0.0,0.028814030811190605
Admin. of public health programs,Skilled nursing care facilities,0.05631626,0.0,0.02815813012421131
Admin. of public health programs,"Educational, religious, etc. trusts",0.055017993,0.0,0.027508996427059174
Admin. of social & manpower programs,Admin. of social & manpower programs,1.0,1.0,1.0
Admin. of social & manpower programs,Admin. of educational programs,0.517626,0.6416994333267212,0.5796627104282379
Admin. of social & manpower programs,Admin. of public health programs,0.5192871,0.6107094287872314,0.5649982690811157
Admin. of social & manpower programs,Admin. of general economic programs,0.42244858,0.6543688774108887,0.5384087264537811
Admin. of social & manpower programs,"Social services, nec",0.49866658,0.3729403018951416,0.43580344319343567
Admin. of social & manpower programs,Housing programs,0.29510385,0.3806331157684326,0.33786848187446594
Admin. of social & manpower programs,"Regulation, admin. of utilities",0.23020206,0.36889907717704773,0.2995505705475807
Admin. of social & manpower programs,Labor organizations,0.062316537,0.3617868423461914,0.21205168962478638
Admin. of social & manpower programs,"General government, nec",0.0,0.34826627373695374,0.17413313686847687
Admin. of social & manpower programs,Administration of veterans' affairs,0.0,0.3419678509235382,0.1709839254617691
Admin. of social & manpower programs,Civic and social associations,0.2643611,0.0,0.13218055665493011
Admin. of social & manpower programs,"Regulation, admin. of transportation",0.25736368,0.0,0.12868183851242065
Admin. of social & manpower programs,Political organizations,0.13211946,0.0,0.06605973094701767
Admin. of social & manpower programs,Computer programming services,0.08087522,0.0,0.04043760895729065
Admin. of social & manpower programs,"Schools & educational services, nec",0.067860775,0.0,0.03393038734793663
Admin. of social & manpower programs,Public golf courses,0.06447808,0.0,0.03223903849720955
Admin. of social & manpower programs,"Membership organizations, nec",0.062316537,0.0,0.031158268451690674
Admin. of social & manpower programs,Professional organizations,0.062316537,0.0,0.031158268451690674
Admin. of social & manpower programs,Religious organizations,0.062316537,0.0,0.031158268451690674
Admin. of social & manpower programs,"Pension, health, and welfare funds",0.056226436,0.0,0.028113218024373055
Admin. of social & manpower programs,Skilled nursing care facilities,0.054485068,0.0,0.02724253386259079
Admin. of social & manpower programs,Noncommercial research organizations,0.049099788,0.0,0.02454989403486252
Admin. of social & manpower programs,"Educational, religious, etc. trusts",0.04235547,0.0,0.021177735179662704
Administration of veterans' affairs,Administration of veterans' affairs,1.0,1.0,1.0
Administration of veterans' affairs,International affairs,0.37955207,0.3720715343952179,0.3758118003606796
Administration of veterans' affairs,"General government, nec",0.14990564,0.39257535338401794,0.2712404951453209
Administration of veterans' affairs,"Veterinary services, specialties",0.0,0.3979981541633606,0.1989990770816803
Administration of veterans' affairs,Federal & fed.-sponsored credit,0.0,0.3627529442310333,0.18137647211551666
Administration of veterans' affairs,"Nursing and personal care, nec",0.0,0.35870856046676636,0.17935428023338318
Administration of veterans' affairs,Admin. of public health programs,0.0,0.35648292303085327,0.17824146151542664
Administration of veterans' affairs,Junior colleges,0.0,0.3483944535255432,0.1741972267627716
Administration of veterans' affairs,"Regulation, admin. of utilities",0.0,0.34643280506134033,0.17321640253067017
Administration of veterans' affairs,Admin. of social & manpower programs,0.0,0.3419678509235382,0.1709839254617691
Administration of veterans' affairs,Public relations services,0.12934041,0.0,0.06467020511627197
Administration of veterans' affairs,"Communications equipment, nec",0.09074418,0.0,0.045372091233730316
Administration of veterans' affairs,Telegraph & other communications,0.058875676,0.0,0.02943783812224865
Administration of veterans' affairs,"Finance, taxation, & monetary policy",0.055600237,0.0,0.027800118550658226
Administration of veterans' affairs,Radiotelephone communications,0.05523177,0.0,0.027615884318947792
Administration of veterans' affairs,Radio & TV communications equipment,0.05413837,0.0,0.02706918492913246
Administration of veterans' affairs,"Telephone communications, exc. radio",0.05031532,0.0,0.025157660245895386
Administration of veterans' affairs,Legal counsel and prosecution,0.048387453,0.0,0.02419372648000717
Advertising agencies,Advertising agencies,1.0,1.0,1.0
Advertising agencies,"Advertising, nec",1.0,1.0,1.0
Advertising agencies,Outdoor advertising services,0.60865355,0.726189136505127,0.6674213409423828
Advertising agencies,Direct mail advertising services,0.49538276,0.6499075889587402,0.5726451724767685
Advertising agencies,Signs and advertising specialities,0.47680143,0.5891222357749939,0.532961830496788
Advertising agencies,Miscellaneous publishing,0.0,0.5057608485221863,0.25288042426109314
Advertising agencies,"Business services, nec",0.0,0.4953003227710724,0.2476501613855362
Advertising agencies,"Commercial printing, nec",0.0,0.46136170625686646,0.23068085312843323
Advertising agencies,Book publishing,0.0,0.43652573227882385,0.21826286613941193
Advertising agencies,Newspapers,0.0,0.41250884532928467,0.20625442266464233
Advertising agencies,Regulation of agricultural marketing,0.22532707,0.0,0.11266353726387024
"Advertising, nec",Advertising agencies,1.0,1.0,1.0
"Advertising, nec","Advertising, nec",1.0,1.0,1.0
"Advertising, nec",Outdoor advertising services,0.60865355,0.726189136505127,0.6674213409423828
"Advertising, nec",Direct mail advertising services,0.49538276,0.6499075889587402,0.5726451724767685
"Advertising, nec",Signs and advertising specialities,0.47680143,0.5891222357749939,0.532961830496788
"Advertising, nec",Miscellaneous publishing,0.0,0.5057608485221863,0.25288042426109314
"Advertising, nec","Business services, nec",0.0,0.4953003227710724,0.2476501613855362
"Advertising, nec","Commercial printing, nec",0.0,0.46136170625686646,0.23068085312843323
"Advertising, nec",Book publishing,0.0,0.43652573227882385,0.21826286613941193
"Advertising, nec",Newspapers,0.0,0.41250884532928467,0.20625442266464233
"Advertising, nec",Regulation of agricultural marketing,0.22532707,0.0,0.11266353726387024
"Agricultural chemicals, nec","Agricultural chemicals, nec",1.0,1.0,1.0
"Agricultural chemicals, nec","Chemicals & allied products, nec",0.6488094,0.715117871761322,0.6819636225700378
"Agricultural chemicals, nec","Industrial organic chemicals, nec",0.46938574,0.565000057220459,0.5171929001808167
"Agricultural chemicals, nec","Chemical preparations, nec",0.40716484,0.5583677887916565,0.4827663153409958
"Agricultural chemicals, nec","Industrial inorganic chemicals, nec",0.46938574,0.496123731136322,0.48275473713874817
"Agricultural chemicals, nec",Regulation of agricultural marketing,0.43752643,0.5261598229408264,0.48184312880039215
"Agricultural chemicals, nec",Farm machinery and equipment,0.24477339,0.5506806969642639,0.39772704243659973
"Agricultural chemicals, nec","Chemical and fertilizer mining, nec",0.23855215,0.5496311187744141,0.3940916359424591
"Agricultural chemicals, nec",Phosphatic fertilizers,0.2314324,0.4881623387336731,0.359797365963459
"Agricultural chemicals, nec",Farm management services,0.21895596,0.48911136388778687,0.3540336638689041
"Agricultural chemicals, nec",Gum and wood chemicals,0.37553763,0.0,0.187768816947937
"Agricultural chemicals, nec",Dairy farms,0.35982466,0.0,0.17991232872009277
"Agricultural chemicals, nec",Livestock,0.31667346,0.0,0.15833672881126404
"Agricultural chemicals, nec",Farm supplies,0.30965048,0.0,0.15482524037361145
"Agricultural chemicals, nec",Industrial gases,0.29580092,0.0,0.14790046215057373
"Agricultural chemicals, nec",Dairy products stores,0.27647188,0.0,0.138235941529274
"Agricultural chemicals, nec","Fertilizers, mixing only",0.26577052,0.0,0.13288526237010956
"Agricultural chemicals, nec",Nitrogenous fertilizers,0.26577052,0.0,0.13288526237010956
"Agricultural chemicals, nec",Forestry services,0.26136437,0.0,0.13068218529224396
"Agricultural chemicals, nec",Irrigation systems,0.2472584,0.0,0.12362919747829437
"Agricultural chemicals, nec","General livestock, nec",0.24714334,0.0,0.12357167154550552
"Agricultural chemicals, nec",Diagnostic substances,0.23548192,0.0,0.11774095892906189
"Agricultural chemicals, nec","Plastics products, nec",0.21320699,0.0,0.10660349577665329
"Agricultural chemicals, nec",Industrial supplies,0.20766725,0.0,0.1038336232304573
"Agricultural chemicals, nec",Veterinary services for livestock,0.1960638,0.0,0.0980319008231163
"Agricultural chemicals, nec","Livestock services, exc. veterinary",0.1960638,0.0,0.0980319008231163
"Agricultural chemicals, nec",Animal aquaculture,0.18919179,0.0,0.09459589421749115
"Agricultural chemicals, nec",Farm and garden machinery,0.18621771,0.0,0.09310885518789291
"Agricultural chemicals, nec",Alkalies and chlorine,0.17739181,0.0,0.08869590610265732
"Agricultural chemicals, nec",Berry crops,0.1628198,0.0,0.08140990138053894
"Agricultural chemicals, nec",Farm labor contractors,0.15579066,0.0,0.07789532840251923
"Agricultural chemicals, nec","Dairy products, exc. dried or canned",0.1534602,0.0,0.07673010230064392
"Agricultural chemicals, nec","Industrial machinery, nec",0.14885914,0.0,0.07442957162857056
"Agricultural chemicals, nec",Industrial machinery and equipment,0.14885914,0.0,0.07442957162857056
"Agricultural chemicals, nec",Farm product warehousing and storage,0.14547461,0.0,0.07273730635643005
"Agricultural chemicals, nec",Soap and other detergents,0.14081989,0.0,0.07040994614362717
"Agricultural chemicals, nec",Plastics pipe,0.13182057,0.0,0.06591028720140457
"Agricultural chemicals, nec",Industrial valves,0.12332294,0.0,0.06166147068142891
"Agricultural chemicals, nec","General farms, primarily animal",0.123236075,0.0,0.06161803752183914
"Agricultural chemicals, nec","General farms, primarily crop",0.12201539,0.0,0.06100769340991974
"Agricultural chemicals, nec",Food crops grown under cover,0.11790253,0.0,0.05895126610994339
"Agricultural chemicals, nec","General industrial machinery, nec",0.117486976,0.0,0.05874348804354668
"Agricultural chemicals, nec","Field crops, except cash grains, nec",0.11704785,0.0,0.05852392315864563
"Agricultural chemicals, nec",Industrial sand,0.113883995,0.0,0.05694199725985527
"Agricultural chemicals, nec",Plastics bottles,0.11349828,0.0,0.0567491389811039
"Agricultural chemicals, nec",Plastics foam products,0.11349828,0.0,0.0567491389811039
"Agricultural chemicals, nec",Plastics plumbing fixtures,0.110483274,0.0,0.05524163693189621
"Agricultural chemicals, nec",Rubber and plastics footwear,0.10973482,0.0,0.05486740916967392
"Agricultural chemicals, nec",Industrial launderers,0.10552962,0.0,0.052764810621738434
"Agricultural chemicals, nec",Industrial patterns,0.10552962,0.0,0.052764810621738434
"Agricultural chemicals, nec","Electrical industrial apparatus, nec",0.10533941,0.0,0.0526697039604187
"Agricultural chemicals, nec",Intercity & rural bus transportation,0.09596761,0.0,0.0479838065803051
"Agricultural chemicals, nec",Natural gas liquids,0.09364062,0.0,0.04682030901312828
"Agricultural chemicals, nec",Industrial & personal service paper,0.09318932,0.0,0.046594660729169846
"Agricultural chemicals, nec",Plastics materials and resins,0.090587415,0.0,0.04529370740056038
"Agricultural chemicals, nec","Bags: plastics, laminated, & coated",0.0850861,0.0,0.04254304990172386
"Agricultural chemicals, nec",Relays and industrial controls,0.08341726,0.0,0.041708629578351974
"Agricultural chemicals, nec",Plastics materials & basic shapes,0.08328541,0.0,0.04164270684123039
"Agricultural chemicals, nec",Laminated plastics plate & sheet,0.08314838,0.0,0.04157419130206108
"Agricultural chemicals, nec",Rubber & plastics hose & belting,0.08079727,0.0,0.04039863497018814
"Agricultural chemicals, nec",Unsupported plastics film & sheet,0.080219895,0.0,0.04010994732379913
"Agricultural chemicals, nec",Unsupported plastics profile shapes,0.07856565,0.0,0.03928282484412193
"Agricultural chemicals, nec",Industrial buildings and warehouses,0.07791292,0.0,0.03895645961165428
"Agricultural chemicals, nec",Industrial furnaces and ovens,0.0735156,0.0,0.03675780072808266
"Agricultural chemicals, nec",Industrial trucks and tractors,0.069051936,0.0,0.03452596813440323
Air and gas compressors,Air and gas compressors,1.0,1.0,1.0
Air and gas compressors,Gas and other services combined,0.27236375,0.5789523720741272,0.42565806210041046
Air and gas compressors,Liquefied petroleum gas dealers,0.25736278,0.513228714466095,0.3852957487106323
Air and gas compressors,"Air transportation, nonscheduled",0.26897025,0.48469728231430054,0.3768337666988373
Air and gas compressors,Natural gas distribution,0.22809528,0.464535653591156,0.3463154658675194
Air and gas compressors,Natural gas liquids,0.20306379,0.47008323669433594,0.3365735113620758
Air and gas compressors,Gas production and/or distribution,0.17113118,0.4236321449279785,0.2973816618323326
Air and gas compressors,"Fuel dealers, nec",0.11853218,0.46379542350769043,0.2911638021469116
Air and gas compressors,Industrial gases,0.0,0.5239129066467285,0.26195645332336426
Air and gas compressors,Tires and inner tubes,0.0,0.43749311566352844,0.21874655783176422
Air and gas compressors,Air courier services,0.32423443,0.0,0.16211721301078796
Air and gas compressors,"Oil and gas field services, nec",0.31840125,0.0,0.15920062363147736
Air and gas compressors,Oil and gas field machinery,0.294309,0.0,0.14715449512004852
Air and gas compressors,Oil and gas exploration services,0.29227734,0.0,0.14613866806030273
Air and gas compressors,"Courier services, except by air",0.28938967,0.0,0.14469483494758606
Air and gas compressors,"Air transportation, scheduled",0.26897025,0.0,0.134485125541687
Air and gas compressors,Fluid power pumps and motors,0.25097856,0.0,0.1254892796278
Air and gas compressors,Crude petroleum and natural gas,0.23993534,0.0,0.11996766924858093
Air and gas compressors,Drilling oil and gas wells,0.2287755,0.0,0.11438775062561035
Air and gas compressors,Gas transmission and distribution,0.22451265,0.0,0.11225632578134537
Air and gas compressors,Natural gas transmission,0.22451265,0.0,0.11225632578134537
Air and gas compressors,Warm air heating & air-conditioning,0.22261916,0.0,0.11130958050489426
